CustomerID,Country,AcquisitionChannel,SignupDate
C10737,France,Affiliate,2025-11-28
C10738,Spain,Paid Search,2025-12-10
C10739,UK,Social,2025-12-14
C10740,UK,Paid Search,2025-01-18
C10741,UK,Email,2025-11-19
C10742,Germany,Email,2025-11-10
C10743,Germany,Paid Search,2025-07-15
C10744,France,Affiliate,2026-05-11
C10745,Germany,Organic,2025-05-21
C10746,UK,Email,2025-08-03
C10747,Germany,Referral,2026-05-19
C10748,Italy,Organic,2025-05-09
C10749,Germany,Email,2026-01-15
C10750,UK,Social,2026-06-11
C10751,France,Paid Search,2025-04-24
C10752,Spain,Paid Search,2026-06-02
C10753,France,Email,2026-06-04
C10754,Spain,Organic,2026-02-03
C10755,Germany,Affiliate,2025-06-19
C10756,UK,Social,2026-03-05
C10757,Germany,Paid Search,2026-03-29
C10758,Germany,Referral,2026-02-19
C10759,Netherlands,Paid Search,2025-11-04
C10760,Italy,Organic,2026-01-12
C10761,Italy,Affiliate,2026-06-14
C10762,Italy,Organic,2026-04-07
C10763,UK,Organic,2025-10-16
C10764,Spain,Organic,2026-04-03
C10765,Spain,Referral,2026-04-10
C10766,Germany,Organic,2025-08-13
C10767,Netherlands,Social,2026-04-11
C10768,Germany,Organic,2026-06-12
C10769,UK,Paid Search,2025-09-22
C10770,UK,Organic,2025-02-13
C10771,UK,Organic,2025-01-31
C10772,Germany,Referral,2025-06-25
C10773,UK,Affiliate,2025-02-13
C10774,Germany,Social,2025-11-10
C10775,France,Social,2025-04-09
C10776,Netherlands,Paid Search,2025-01-02
C10777,UK,Organic,2025-08-09
C10778,Germany,Social,2025-09-14
C10779,Germany,Social,2026-06-30
C10780,France,Social,2026-01-31
C10781,France,Email,2026-02-22
C10782,Germany,Affiliate,2026-06-14
C10783,Spain,Paid Search,2025-12-19
C10784,UK,Organic,2026-06-03
C10785,Germany,Organic,2025-04-05
C10786,Germany,Social,2026-05-27
C10787,UK,Referral,2026-02-13
C10788,UK,Social,2026-05-14
C10789,UK,Paid Search,2026-01-21
C10790,UK,Social,2025-07-06
C10791,Italy,Referral,2025-07-12
C10792,France,Paid Search,2025-04-04
C10793,UK,Email,2025-03-03
C10794,France,Organic,2026-02-12
C10795,Germany,Organic,2026-06-09
C10796,Netherlands,Social,2025-07-23
C10797,Germany,Social,2025-01-23
C10798,Spain,Social,2025-07-07
C10799,Spain,Organic,2025-11-27
C10800,Germany,Affiliate,2025-10-01
C10801,Germany,Organic,2026-01-17
C10802,UK,Affiliate,2025-09-10
C10803,UK,Organic,2026-02-12
C10804,France,Social,2025-11-02
C10805,Spain,Affiliate,2025-04-06
C10806,Italy,Organic,2026-06-17
C10807,Germany,Affiliate,2025-07-06
C10808,UK,Affiliate,2025-06-03
C10809,Italy,Social,2025-12-10
C10810,France,Referral,2025-10-27
C10811,UK,Organic,2026-01-24
C10812,UK,Affiliate,2025-09-22
C10813,UK,Affiliate,2025-11-14
C10814,Germany,Referral,2025-04-13
C10815,Netherlands,Organic,2026-01-30
C10816,France,Paid Search,2025-02-23
C10817,UK,Social,2026-04-02
C10818,UK,Organic,2025-07-10
C10819,Germany,Affiliate,2025-07-24
C10820,Germany,Organic,2026-06-03
C10821,UK,Social,2025-09-27
C10822,Germany,Social,2025-11-11
C10823,UK,Paid Search,2025-01-10
C10824,UK,Organic,2026-05-17
C10825,UK,Paid Search,2025-08-16
C10826,Germany,Paid Search,2026-04-30
C10827,UK,Referral,2025-11-06
C10828,Italy,Social,2025-11-30
C10829,UK,Organic,2025-09-02
C10830,Spain,Paid Search,2025-04-06
C10831,France,Organic,2026-03-29
C10832,Netherlands,Paid Search,2025-04-03
C10833,France,Referral,2025-01-08
C10834,Spain,Social,2025-12-15
C10835,Netherlands,Organic,2026-06-13
C10836,Italy,Affiliate,2025-06-14
C10837,Italy,Affiliate,2025-02-17
C10838,UK,Email,2025-08-19
C10839,France,Social,2025-03-31
C10840,Spain,Email,2025-11-27
C10841,Netherlands,Paid Search,2026-02-04
C10842,France,Social,2026-06-11
C10843,Netherlands,Email,2025-05-27
C10844,Italy,Organic,2025-11-03
C10845,UK,Referral,2026-05-26
C10846,Italy,Paid Search,2025-07-11
C10847,UK,Paid Search,2026-05-13
C10848,Italy,Affiliate,2025-10-30
C10849,UK,Paid Search,2025-05-24
C10850,Germany,Paid Search,2026-06-24
C10851,Italy,Paid Search,2025-05-06
C10852,France,Organic,2026-06-06
C10853,UK,Organic,2025-05-31
C10854,Germany,Paid Search,2025-01-30
C10855,France,Affiliate,2025-06-21
C10856,UK,Organic,2025-01-04
C10857,UK,Organic,2025-10-16
C10858,Germany,Referral,2025-07-21
C10859,Spain,Email,2025-01-12
C10860,Spain,Social,2026-03-24
C10861,UK,Paid Search,2025-05-07
C10862,Germany,Paid Search,2025-09-12
C10863,Germany,Social,2026-06-02
C10864,Germany,Organic,2026-02-04
C10865,UK,Email,2025-03-01
C10866,Germany,Email,2025-01-22
C10867,Germany,Social,2025-08-31
C10868,Germany,Paid Search,2026-01-24
C10869,France,Affiliate,2025-03-09
C10870,Netherlands,Social,2025-09-29
C10871,Netherlands,Email,2026-02-20
C10872,Germany,Email,2025-04-16
C10873,Germany,Organic,2025-10-11
C10874,Germany,Paid Search,2025-09-13
C10875,Netherlands,Social,2025-04-25
C10876,UK,Paid Search,2026-04-24
C10877,Italy,Social,2026-04-06
C10878,UK,Referral,2026-02-08
C10879,France,Organic,2025-04-21
C10880,Spain,Affiliate,2025-12-12
C10881,Germany,Referral,2025-04-24
C10882,UK,Paid Search,2026-05-16
C10883,Germany,Social,2026-02-27
C10884,UK,Paid Search,2025-04-27
C10885,Germany,Paid Search,2025-01-05
C10886,Italy,Social,2025-05-17
C10887,France,Organic,2026-02-21
C10888,Germany,Social,2025-07-01
C10889,UK,Email,2025-03-03
C10890,Germany,Organic,2025-11-09
C10891,UK,Email,2025-08-25
C10892,Italy,Organic,2025-10-06
C10893,France,Email,2026-01-16
C10894,UK,Organic,2025-01-29
C10895,France,Paid Search,2026-06-21
C10896,Germany,Email,2025-07-11
C10897,UK,Email,2026-02-03
C10898,UK,Organic,2025-04-28
C10899,France,Affiliate,2025-06-24
C10900,UK,Organic,2026-06-09
C10901,UK,Email,2025-09-11
C10902,UK,Organic,2026-06-03
C10903,Germany,Referral,2025-02-15
C10904,Spain,Paid Search,2026-04-19
C10905,Netherlands,Email,2025-01-23
C10906,France,Organic,2025-02-16
C10907,Spain,Social,2025-10-26
C10908,UK,Social,2025-06-18
C10909,Netherlands,Social,2025-06-11
C10910,Italy,Paid Search,2025-06-07
C10911,Germany,Affiliate,2025-10-23
C10912,Germany,Paid Search,2025-05-08
C10913,UK,Organic,2025-12-01
C10914,UK,Organic,2026-03-21
C10915,France,Email,2025-07-07
C10916,France,Paid Search,2025-06-09
C10917,France,Organic,2025-07-29
C10918,France,Organic,2026-02-25
C10919,UK,Affiliate,2025-12-02
C10920,UK,Organic,2025-07-21
C10921,UK,Organic,2026-01-22
C10922,UK,Paid Search,2026-04-24
C10923,Germany,Paid Search,2025-07-27
C10924,Netherlands,Email,2025-11-02
C10925,France,Organic,2026-01-28
C10926,UK,Affiliate,2025-03-22
C10927,Germany,Paid Search,2025-11-11
C10928,UK,Referral,2026-05-24
C10929,Netherlands,Email,2026-05-10
C10930,Germany,Paid Search,2026-02-21
C10931,UK,Paid Search,2026-04-10
C10932,UK,Organic,2025-05-25
C10933,France,Social,2026-05-17
C10934,UK,Social,2025-06-17
C10935,UK,Social,2026-01-09
C10936,UK,Email,2025-05-19
C10937,Germany,Referral,2026-05-20
C10938,UK,Social,2025-09-18
C10939,Germany,Affiliate,2026-01-12
C10940,Germany,Paid Search,2025-08-25
C10941,Germany,Paid Search,2026-01-06
C10942,France,Paid Search,2025-10-04
C10943,Netherlands,Affiliate,2025-12-12
C10944,France,Social,2026-02-10
C10945,Netherlands,Affiliate,2025-12-07
C10946,UK,Organic,2025-09-01
C10947,France,Affiliate,2026-01-23
C10948,UK,Paid Search,2026-02-03
C10949,UK,Organic,2025-02-16
C10950,UK,Email,2025-10-31
C10951,UK,Affiliate,2025-08-11
C10952,UK,Email,2026-04-27
C10953,Netherlands,Organic,2026-05-17
C10954,France,Organic,2025-03-12
C10955,France,Paid Search,2025-05-30
C10956,UK,Social,2026-02-28
C10957,Netherlands,Social,2025-06-25
C10958,UK,Organic,2025-01-15
C10959,UK,Referral,2026-02-06
C10960,UK,Paid Search,2025-10-08
C10961,Italy,Email,2025-11-05
C10962,UK,Social,2025-06-09
C10963,Netherlands,Email,2025-01-31
C10964,France,Email,2026-02-04
C10965,Netherlands,Email,2025-01-31
C10966,UK,Email,2025-02-26
C10967,UK,Organic,2026-01-27
C10968,Germany,Organic,2025-05-17
C10969,UK,Paid Search,2025-11-24
C10970,UK,Social,2026-06-10
C10971,Germany,Organic,2026-06-20
C10972,Germany,Paid Search,2026-03-23
C10973,Germany,Referral,2026-05-28
C10974,France,Organic,2026-05-03
C10975,Spain,Social,2025-12-06
C10976,Germany,Email,2025-07-10
C10977,Germany,Paid Search,2025-01-01
C10978,UK,Referral,2026-01-13
C10979,Netherlands,Email,2026-02-06
C10980,France,Social,2025-03-02
C10981,UK,Paid Search,2025-03-31
C10982,UK,Organic,2025-08-19
C10983,UK,Affiliate,2025-07-08
C10984,UK,Social,2025-09-29
C10985,UK,Organic,2025-02-05
C10986,Netherlands,Organic,2025-10-21
C10987,UK,Referral,2025-10-17
C10988,Spain,Referral,2025-06-22
C10989,Italy,Affiliate,2025-01-05
C10990,France,Email,2025-09-14
C10991,Netherlands,Social,2025-11-30
C10992,Netherlands,Affiliate,2025-08-10
C10993,UK,Email,2025-08-20
C10994,Netherlands,Email,2025-12-23
C10995,UK,Affiliate,2025-10-04
C10996,UK,Social,2025-12-30
C10997,UK,Paid Search,2026-04-03
C10998,UK,Paid Search,2026-02-11
C10999,UK,Referral,2025-01-13
C11000,Spain,Email,2025-11-11
C11001,UK,Referral,2025-02-14
C11002,Italy,Referral,2026-03-27
C11003,Germany,Referral,2025-11-07
C11004,France,Paid Search,2025-10-17
C11005,France,Organic,2025-04-14
C11006,Spain,Referral,2025-06-26
C11007,UK,Email,2025-10-27
C11008,UK,Affiliate,2025-11-24
C11009,UK,Organic,2026-05-15
C11010,Germany,Organic,2026-04-25
C11011,Germany,Affiliate,2025-11-29
C11012,Netherlands,Referral,2025-03-14
C11013,France,Email,2025-07-07
C11014,Germany,Referral,2026-06-20
C11015,Germany,Social,2025-11-17
C11016,Netherlands,Email,2025-06-30
C11017,UK,Email,2025-10-27
C11018,Italy,Paid Search,2025-05-22
C11019,UK,Social,2026-05-01
C11020,UK,Organic,2026-05-12
C11021,UK,Referral,2025-05-28
C11022,Netherlands,Paid Search,2025-05-11
C11023,UK,Referral,2025-07-03
C11024,France,Email,2025-08-22
C11025,UK,Paid Search,2026-01-20
C11026,Netherlands,Social,2025-01-30
C11027,UK,Paid Search,2026-01-04
C11028,France,Email,2025-02-16
C11029,Germany,Affiliate,2025-09-19
C11030,UK,Organic,2025-10-31
C11031,Germany,Social,2025-12-12
C11032,Spain,Organic,2026-01-21
C11033,UK,Email,2025-10-31
C11034,Germany,Paid Search,2026-01-16
C11035,Italy,Referral,2025-01-07
C11036,Germany,Organic,2025-08-05
C11037,Spain,Social,2025-05-26
C11038,UK,Paid Search,2025-05-05
C11039,Italy,Paid Search,2025-03-23
C11040,UK,Organic,2025-07-28
C11041,UK,Paid Search,2026-05-17
C11042,UK,Paid Search,2026-04-13
C11043,UK,Organic,2026-02-08
C11044,UK,Organic,2026-02-27
C11045,France,Affiliate,2025-08-13
C11046,France,Paid Search,2026-04-22
C11047,France,Email,2025-08-27
C11048,Germany,Organic,2026-04-09
C11049,Netherlands,Paid Search,2025-02-12
C11050,France,Email,2026-06-22
C11051,UK,Paid Search,2025-08-21
C11052,Spain,Organic,2026-02-10
C11053,Netherlands,Paid Search,2025-05-31
C11054,UK,Paid Search,2025-12-30
C11055,UK,Affiliate,2025-02-02
C11056,UK,Social,2026-01-15
C11057,UK,Paid Search,2025-07-10
C11058,UK,Organic,2025-11-24
C11059,Italy,Referral,2025-09-22
C11060,UK,Paid Search,2025-02-24
C11061,France,Paid Search,2026-02-17
C11062,UK,Paid Search,2025-04-16
C11063,UK,Organic,2026-06-06
C11064,Germany,Social,2025-03-10
C11065,UK,Referral,2025-08-15
C11066,Spain,Email,2025-08-04
C11067,UK,Organic,2026-01-03
C11068,UK,Email,2025-07-24
C11069,Spain,Social,2026-05-03
C11070,Germany,Paid Search,2025-05-03
C11071,UK,Organic,2025-04-25
C11072,UK,Paid Search,2025-11-28
C11073,UK,Organic,2025-11-26
C11074,UK,Organic,2025-01-26
C11075,France,Email,2025-03-13
C11076,France,Paid Search,2026-02-14
C11077,UK,Affiliate,2025-06-25
C11078,Italy,Social,2026-04-21
C11079,France,Affiliate,2025-09-30
C11080,Italy,Referral,2025-04-13
C11081,Germany,Social,2026-06-21
C11082,France,Social,2025-10-14
C11083,Germany,Paid Search,2026-03-01
C11084,UK,Organic,2025-01-14
C11085,France,Paid Search,2025-04-03
C11086,UK,Email,2025-04-20
C11087,UK,Social,2025-05-16
C11088,UK,Paid Search,2025-09-28
C11089,Spain,Social,2026-02-23
C11090,Italy,Organic,2026-03-22
C11091,UK,Paid Search,2025-02-17
C11092,Netherlands,Paid Search,2025-01-10
C11093,Italy,Paid Search,2025-07-14
C11094,Italy,Paid Search,2025-03-02
C11095,Spain,Email,2026-02-09
C11096,France,Paid Search,2025-07-03
C11097,UK,Paid Search,2026-01-22
C11098,UK,Affiliate,2025-11-26
C11099,UK,Organic,2025-04-05
C11100,Italy,Referral,2026-03-22
C11101,UK,Affiliate,2025-07-03
C11102,UK,Referral,2026-05-24
C11103,Germany,Referral,2026-06-04
C11104,Germany,Organic,2025-06-07
C11105,Italy,Affiliate,2025-09-30
C11106,UK,Email,2025-01-06
C11107,Germany,Organic,2025-06-07
C11108,Germany,Referral,2025-10-27
C11109,UK,Paid Search,2025-11-01
C11110,France,Referral,2025-03-16
C11111,France,Referral,2025-04-14
C11112,UK,Affiliate,2025-04-28
C11113,Germany,Paid Search,2026-02-26
C11114,Germany,Paid Search,2025-03-13
C11115,Italy,Paid Search,2025-10-23
C11116,Germany,Referral,2025-03-29
C11117,UK,Paid Search,2026-03-05
C11118,Italy,Email,2026-03-04
C11119,Germany,Organic,2025-04-12
C11120,Netherlands,Referral,2025-10-19
C11121,France,Affiliate,2026-03-16
C11122,UK,Paid Search,2025-01-20
C11123,UK,Paid Search,2025-09-29
C11124,Spain,Referral,2026-04-25
C11125,UK,Affiliate,2025-10-27
C11126,UK,Affiliate,2025-02-21
C11127,UK,Referral,2026-05-26
C11128,UK,Affiliate,2025-08-03
C11129,UK,Referral,2025-01-03
C11130,Netherlands,Paid Search,2026-06-04
C11131,France,Referral,2025-09-21
C11132,UK,Email,2025-09-21
C11133,Germany,Affiliate,2026-04-12
C11134,Germany,Referral,2026-04-12
C11135,Netherlands,Organic,2025-11-03
C11136,Netherlands,Referral,2026-04-29
C11137,UK,Email,2026-04-26
C11138,UK,Organic,2025-02-28
C11139,Italy,Affiliate,2025-09-04
C11140,Germany,Organic,2025-10-10
C11141,France,Organic,2026-05-18
C11142,France,Referral,2026-06-07
C11143,Spain,Affiliate,2025-05-10
C11144,Italy,Organic,2026-01-28
C11145,Italy,Affiliate,2025-07-15
C11146,Netherlands,Referral,2025-11-19
C11147,UK,Paid Search,2025-05-20
C11148,Netherlands,Paid Search,2026-06-21
C11149,Spain,Paid Search,2026-03-02
C11150,UK,Referral,2025-06-04
C11151,UK,Email,2025-12-14
C11152,France,Paid Search,2025-07-05
C11153,Germany,Paid Search,2025-05-01
C11154,Spain,Paid Search,2026-04-18
C11155,Netherlands,Affiliate,2025-09-23
C11156,Netherlands,Affiliate,2026-05-28
C11157,Italy,Paid Search,2025-06-05
C11158,Netherlands,Organic,2025-10-26
C11159,UK,Organic,2025-09-17
C11160,Germany,Organic,2026-04-08
C11161,Italy,Organic,2026-01-26
C11162,Italy,Referral,2025-08-02
C11163,UK,Social,2025-10-05
C11164,Germany,Organic,2025-03-03
C11165,Germany,Paid Search,2025-07-30
C11166,Germany,Paid Search,2025-03-11
C11167,Spain,Organic,2025-12-18
C11168,UK,Referral,2025-10-27
C11169,UK,Social,2025-08-17
C11170,UK,Referral,2026-06-17
C11171,UK,Organic,2025-07-12
C11172,Germany,Organic,2025-08-19
C11173,UK,Email,2025-02-23
C11174,UK,Email,2025-04-26
C11175,France,Paid Search,2025-11-16
C11176,Germany,Organic,2025-07-09
C11177,Italy,Organic,2025-11-11
C11178,Germany,Email,2025-04-14
C11179,UK,Email,2025-08-17
C11180,Spain,Organic,2025-03-18
C11181,Netherlands,Organic,2025-01-28
C11182,Spain,Paid Search,2026-06-09
C11183,Italy,Referral,2025-07-27
C11184,France,Paid Search,2025-02-19
C11185,UK,Organic,2026-05-17
C11186,UK,Affiliate,2026-06-08
C11187,UK,Social,2025-05-08
C11188,UK,Email,2025-03-09
C11189,Italy,Affiliate,2025-10-09
C11190,Netherlands,Paid Search,2026-04-10
C11191,UK,Paid Search,2026-03-26
C11192,UK,Email,2025-08-23
C11193,UK,Social,2025-01-20
C11194,UK,Paid Search,2025-01-23
C11195,UK,Referral,2025-08-19
C11196,Germany,Organic,2025-08-10
C11197,France,Referral,2025-04-07
C11198,Italy,Paid Search,2025-09-22
C11199,Germany,Organic,2025-01-27
