OrderID,OrderDate,CustomerID,ProductID,Quantity,DiscountRate,UnitCost,ListPrice,Category,GrossSales,DiscountValue,NetSales,COGS,ShippingCost,PaymentCost
O503087,2026-03-28,C11031,P2063,1,0.2,107.79,241.07,Sports,241.07,48.21,192.86,107.79,3.67,4.13
O503088,2025-01-11,C10308,P2006,3,0.1,90.83,200.16,Electronics,600.48,60.05,540.43,272.49,5.82,9.97
O503089,2026-02-13,C10422,P2056,2,0.15,12.18,29.13,Home,58.26,8.74,49.52,24.36,3.56,1.27
O503090,2025-07-04,C10707,P2045,2,0.05,54.87,109.92,Sports,219.84,10.99,208.85,109.74,4.09,4.88
O503091,2026-06-08,C11135,P2061,1,0.05,92.46,150.56,Sports,150.56,7.53,143.03,92.46,3.98,4.5
O503092,2025-02-09,C11088,P2011,2,0.1,25.59,43.62,Electronics,87.24,8.72,78.52,51.18,4.68,1.61
O503093,2026-01-21,C10363,P2071,3,0.0,72.34,202.22,Beauty,606.66,0.0,606.66,217.02,4.51,12.03
O503094,2025-09-08,C10348,P2004,1,0.1,82.13,229.05,Sports,229.05,22.9,206.14,82.13,5.25,4.2
O503095,2025-03-20,C10463,P2023,3,0.0,99.43,207.17,Apparel,621.51,0.0,621.51,298.29,3.34,13.3
O503096,2025-04-06,C10250,P2028,2,0.05,49.21,76.08,Beauty,152.16,7.61,144.55,98.42,4.47,4.53
O503097,2025-01-22,C10423,P2076,1,0.0,94.33,153.36,Apparel,153.36,0.0,153.36,94.33,6.6,4.8
O503098,2026-01-15,C10064,P2067,2,0.2,89.48,177.38,Sports,354.76,70.95,283.81,178.96,5.83,5.25
O503099,2025-07-22,C11193,P2049,1,0.15,75.64,173.14,Apparel,173.14,25.97,147.17,75.64,8.1,3.62
O503100,2025-12-03,C11113,P2058,2,0.0,56.31,124.87,Electronics,249.74,0.0,249.74,112.62,3.82,6.86
O503101,2025-12-15,C11178,P2011,2,0.05,25.59,43.62,Electronics,87.24,4.36,82.88,51.18,5.44,1.53
O503102,2025-09-14,C10404,P2072,2,0.05,85.85,152.66,Sports,305.32,15.27,290.05,171.7,4.7,6.83
O503103,2026-02-01,C10262,P2054,2,0.15,19.42,50.24,Beauty,100.48,15.07,85.41,38.84,6.98,2.58
O503104,2025-03-18,C10877,P2042,2,0.15,21.36,43.17,Sports,86.34,12.95,73.39,42.72,7.95,2.3
O503105,2026-06-25,C11113,P2073,1,0.0,103.53,278.8,Apparel,278.8,0.0,278.8,103.53,2.95,7.05
O503106,2025-06-23,C11174,P2009,2,0.1,89.03,195.13,Home,390.26,39.03,351.23,178.06,4.6,8.16
O503107,2026-02-26,C10350,P2014,1,0.1,105.6,279.48,Beauty,279.48,27.95,251.53,105.6,6.75,4.8
O503108,2025-10-30,C10947,P2063,2,0.05,107.79,241.07,Sports,482.14,24.11,458.03,215.58,5.08,13.2
O503109,2026-02-22,C10832,P2069,1,0.25,90.63,175.87,Apparel,175.87,43.97,131.9,90.63,2.5,3.09
O503110,2025-04-15,C10221,P2011,1,0.0,25.59,43.62,Electronics,43.62,0.0,43.62,25.59,4.9,1.14
O503111,2025-07-23,C10544,P2039,1,0.2,88.55,225.55,Beauty,225.55,45.11,180.44,88.55,4.49,5.3
O503112,2026-03-01,C10895,P2071,1,0.2,72.34,202.22,Beauty,202.22,40.44,161.78,72.34,4.15,3.87
O503113,2025-05-08,C10024,P2056,2,0.0,12.18,29.13,Home,58.26,0.0,58.26,24.36,6.77,1.27
O503114,2025-11-02,C10136,P2031,2,0.0,54.53,117.07,Sports,234.14,0.0,234.14,109.06,5.04,7.39
O503115,2025-09-22,C10778,P2056,3,0.1,12.18,29.13,Home,87.39,8.74,78.65,36.54,4.17,2.24
O503116,2025-04-18,C10028,P2066,3,0.0,21.23,45.94,Beauty,137.82,0.0,137.82,63.69,3.99,3.36
O503117,2025-07-14,C10097,P2009,1,0.2,89.03,195.13,Home,195.13,39.03,156.1,89.03,3.88,4.5
O503118,2025-10-17,C11165,P2065,1,0.0,74.22,160.54,Electronics,160.54,0.0,160.54,74.22,5.31,2.93
O503119,2025-10-16,C10274,P2002,1,0.15,36.16,61.12,Beauty,61.12,9.17,51.95,36.16,7.31,1.48
O503120,2025-08-09,C10759,P2055,1,0.25,14.94,29.55,Sports,29.55,7.39,22.16,14.94,3.29,0.57
O503121,2025-12-25,C11090,P2013,2,0.2,14.91,32.18,Beauty,64.36,12.87,51.49,29.82,4.69,1.48
O503122,2025-02-17,C10431,P2012,1,0.1,91.5,250.58,Home,250.58,25.06,225.52,91.5,4.13,6.29
O503123,2025-06-14,C10988,P2048,1,0.1,26.01,65.12,Home,65.12,6.51,58.61,26.01,5.35,1.81
O503124,2025-01-12,C10403,P2074,1,0.25,60.53,130.38,Sports,130.38,32.6,97.78,60.53,6.98,2.13
O503125,2026-06-27,C10567,P2003,1,0.05,103.86,246.21,Sports,246.21,12.31,233.9,103.86,7.07,6.32
O503126,2025-10-18,C10333,P2019,2,0.15,28.46,61.03,Sports,122.06,18.31,103.75,56.92,3.23,3.13
O503127,2025-01-05,C11197,P2024,1,0.25,38.64,85.56,Electronics,85.56,21.39,64.17,38.64,4.64,1.93
O503128,2025-11-05,C10400,P2040,1,0.2,46.24,112.16,Electronics,112.16,22.43,89.73,46.24,4.34,2.13
O503129,2025-10-27,C10337,P2015,1,0.15,32.67,56.68,Home,56.68,8.5,48.18,32.67,6.32,0.91
O503130,2026-03-01,C10794,P2043,1,0.1,34.43,56.92,Electronics,56.92,5.69,51.23,34.43,5.12,1.16
O503131,2025-10-22,C10613,P2042,1,0.1,21.36,43.17,Sports,43.17,4.32,38.85,21.36,4.69,0.98
O503132,2026-02-20,C10668,P2003,1,0.05,103.86,246.21,Sports,246.21,12.31,233.9,103.86,5.36,6.82
O503133,2025-10-15,C10252,P2074,2,0.0,60.53,130.38,Sports,260.76,0.0,260.76,121.06,2.77,7.03
O503134,2026-02-03,C10257,P2050,2,0.0,47.62,83.27,Beauty,166.54,0.0,166.54,95.24,6.22,4.62
O503135,2025-02-27,C10671,P2075,1,0.2,49.49,125.61,Electronics,125.61,25.12,100.49,49.49,3.24,2.7
O503136,2026-03-21,C10745,P2026,1,0.05,25.88,63.53,Beauty,63.53,3.18,60.35,25.88,4.14,1.3
O503137,2026-01-11,C10166,P2027,1,0.0,39.51,103.84,Electronics,103.84,0.0,103.84,39.51,6.54,3.13
O503138,2025-01-24,C10955,P2024,1,0.05,38.64,85.56,Electronics,85.56,4.28,81.28,38.64,5.01,1.85
O503139,2025-01-20,C11113,P2018,3,0.1,23.1,60.58,Apparel,181.74,18.17,163.57,69.3,5.77,4.55
O503140,2025-09-19,C10978,P2027,2,0.0,39.51,103.84,Electronics,207.68,0.0,207.68,79.02,6.04,5.14
O503141,2025-04-21,C10057,P2012,1,0.15,91.5,250.58,Home,250.58,37.59,212.99,91.5,4.13,4.62
O503142,2025-12-17,C10449,P2041,3,0.05,53.15,104.66,Apparel,313.98,15.7,298.28,159.45,7.3,8.39
O503143,2025-10-18,C11096,P2043,1,0.2,34.43,56.92,Electronics,56.92,11.38,45.54,34.43,3.71,1.13
O503144,2025-11-11,C10277,P2022,2,0.2,39.69,79.46,Beauty,158.92,31.78,127.14,79.38,4.61,3.05
O503145,2026-05-25,C10600,P2045,2,0.05,54.87,109.92,Sports,219.84,10.99,208.85,109.74,5.2,4.68
O503146,2025-01-11,C10458,P2004,1,0.05,82.13,229.05,Sports,229.05,11.45,217.6,82.13,6.81,4.67
O503147,2025-02-07,C10642,P2033,2,0.0,102.58,280.83,Apparel,561.66,0.0,561.66,205.16,6.23,15.66
O503148,2026-05-22,C10967,P2009,2,0.05,89.03,195.13,Home,390.26,19.51,370.75,178.06,2.5,10.99
O503149,2025-06-03,C11033,P2057,3,0.15,24.55,53.8,Beauty,161.4,24.21,137.19,73.65,6.12,3.07
O503150,2025-12-06,C10465,P2026,1,0.0,25.88,63.53,Beauty,63.53,0.0,63.53,25.88,4.82,1.74
O503151,2026-02-16,C10537,P2007,2,0.0,81.19,138.2,Apparel,276.4,0.0,276.4,162.38,5.56,7.36
O503152,2025-06-20,C11060,P2055,1,0.15,14.94,29.55,Sports,29.55,4.43,25.12,14.94,5.59,0.46
O503153,2025-09-04,C10147,P2051,2,0.0,21.09,56.25,Home,112.5,0.0,112.5,42.18,6.87,2.88
O503154,2025-07-08,C11141,P2006,1,0.0,90.83,200.16,Electronics,200.16,0.0,200.16,90.83,4.99,5.41
O503155,2025-03-23,C10994,P2054,3,0.05,19.42,50.24,Beauty,150.72,7.54,143.18,58.26,3.08,4.51
O503156,2026-05-25,C11116,P2020,3,0.1,96.28,147.84,Home,443.52,44.35,399.17,288.84,7.77,7.87
O503157,2025-01-11,C10351,P2002,3,0.0,36.16,61.12,Beauty,183.36,0.0,183.36,108.48,3.77,4.04
O503158,2025-02-11,C10097,P2011,2,0.25,25.59,43.62,Electronics,87.24,21.81,65.43,51.18,3.91,1.79
O503159,2025-01-29,C10039,P2046,1,0.1,41.9,79.58,Sports,79.58,7.96,71.62,41.9,5.9,1.75
O503160,2026-02-28,C11056,P2022,1,0.1,39.69,79.46,Beauty,79.46,7.95,71.51,39.69,5.72,1.87
O503161,2025-05-13,C10203,P2056,2,0.15,12.18,29.13,Home,58.26,8.74,49.52,24.36,5.45,1.25
O503162,2025-12-27,C10985,P2024,3,0.0,38.64,85.56,Electronics,256.68,0.0,256.68,115.92,7.47,6.84
O503163,2026-02-01,C10875,P2056,2,0.15,12.18,29.13,Home,58.26,8.74,49.52,24.36,3.48,1.34
O503164,2025-09-09,C11178,P2023,1,0.15,99.43,207.17,Apparel,207.17,31.08,176.09,99.43,3.13,4.92
O503165,2025-03-15,C11089,P2068,1,0.1,54.46,128.05,Home,128.05,12.81,115.24,54.46,5.99,2.22
O503166,2025-01-30,C10388,P2028,1,0.1,49.21,76.08,Beauty,76.08,7.61,68.47,49.21,7.5,1.41
O503167,2025-12-05,C11033,P2022,1,0.1,39.69,79.46,Beauty,79.46,7.95,71.51,39.69,8.24,1.81
O503168,2026-03-11,C10946,P2021,1,0.05,75.19,147.18,Electronics,147.18,7.36,139.82,75.19,4.92,4.32
O503169,2025-05-31,C10195,P2065,2,0.1,74.22,160.54,Electronics,321.08,32.11,288.97,148.44,7.65,5.4
O503170,2025-05-01,C10598,P2001,1,0.15,67.86,159.31,Electronics,159.31,23.9,135.41,67.86,2.5,2.82
O503171,2026-06-18,C10498,P2064,1,0.1,92.82,194.3,Sports,194.3,19.43,174.87,92.82,5.12,3.47
O503172,2025-07-31,C10917,P2020,1,0.2,96.28,147.84,Home,147.84,29.57,118.27,96.28,5.33,2.34
O503173,2025-03-27,C10988,P2068,1,0.0,54.46,128.05,Home,128.05,0.0,128.05,54.46,3.9,3.8
O503174,2025-03-26,C10002,P2003,2,0.0,103.86,246.21,Sports,492.42,0.0,492.42,207.72,5.26,11.02
O503175,2025-01-14,C11051,P2021,3,0.05,75.19,147.18,Electronics,441.54,22.08,419.46,225.57,5.06,9.69
O503176,2026-01-16,C10211,P2046,2,0.1,41.9,79.58,Sports,159.16,15.92,143.24,83.8,5.69,2.86
O503177,2025-03-24,C10783,P2079,2,0.0,76.11,150.73,Apparel,301.46,0.0,301.46,152.22,6.51,6.61
O503178,2026-03-26,C10044,P2030,2,0.1,81.44,160.67,Electronics,321.34,32.13,289.21,162.88,7.14,6.58
O503179,2025-02-27,C10006,P2024,2,0.1,38.64,85.56,Electronics,171.12,17.11,154.01,77.28,5.26,3.85
O503180,2026-01-07,C10766,P2008,1,0.0,64.11,126.24,Beauty,126.24,0.0,126.24,64.11,5.65,2.51
O503181,2025-10-31,C10146,P2019,1,0.05,28.46,61.03,Sports,61.03,3.05,57.98,28.46,4.39,1.64
O503182,2025-01-24,C10627,P2031,1,0.1,54.53,117.07,Sports,117.07,11.71,105.36,54.53,2.5,2.34
O503183,2025-12-05,C10681,P2003,2,0.0,103.86,246.21,Sports,492.42,0.0,492.42,207.72,10.22,12.34
O503184,2025-02-03,C10014,P2019,2,0.0,28.46,61.03,Sports,122.06,0.0,122.06,56.92,5.51,2.99
O503185,2026-01-09,C10524,P2075,2,0.0,49.49,125.61,Electronics,251.22,0.0,251.22,98.98,6.27,7.48
O503186,2025-09-18,C10229,P2007,2,0.0,81.19,138.2,Apparel,276.4,0.0,276.4,162.38,5.59,5.1
O503187,2025-02-22,C10411,P2006,2,0.0,90.83,200.16,Electronics,400.32,0.0,400.32,181.66,6.93,9.76
O503188,2026-01-21,C11099,P2004,3,0.0,82.13,229.05,Sports,687.15,0.0,687.15,246.39,6.84,16.34
O503189,2026-03-15,C10366,P2068,1,0.0,54.46,128.05,Home,128.05,0.0,128.05,54.46,4.84,2.57
O503190,2025-02-24,C10575,P2057,1,0.1,24.55,53.8,Beauty,53.8,5.38,48.42,24.55,5.8,1.18
O503191,2025-11-30,C10902,P2026,2,0.0,25.88,63.53,Beauty,127.06,0.0,127.06,51.76,5.85,3.82
O503192,2025-01-21,C10232,P2000,2,0.1,20.01,46.3,Beauty,92.6,9.26,83.34,40.02,4.79,1.71
O503193,2025-07-22,C10427,P2002,2,0.15,36.16,61.12,Beauty,122.24,18.34,103.9,72.32,5.04,2.65
O503194,2025-12-01,C11136,P2034,1,0.0,84.74,206.91,Electronics,206.91,0.0,206.91,84.74,2.94,5.54
O503195,2026-01-16,C10409,P2042,1,0.05,21.36,43.17,Sports,43.17,2.16,41.01,21.36,7.22,0.91
O503196,2025-02-24,C10647,P2076,2,0.0,94.33,153.36,Apparel,306.72,0.0,306.72,188.66,6.48,6.68
O503197,2025-04-05,C10250,P2036,3,0.1,79.57,186.92,Apparel,560.76,56.08,504.68,238.71,3.75,10.46
O503198,2026-05-29,C10632,P2000,2,0.0,20.01,46.3,Beauty,92.6,0.0,92.6,40.02,6.44,2.52
O503199,2025-12-05,C10569,P2070,1,0.2,80.41,185.88,Sports,185.88,37.18,148.7,80.41,3.62,3.39
O503200,2025-04-10,C11156,P2025,2,0.1,59.62,149.3,Electronics,298.6,29.86,268.74,119.24,3.98,7.11
O503201,2025-10-02,C10107,P2043,2,0.05,34.43,56.92,Electronics,113.84,5.69,108.15,68.86,6.69,2.7
O503202,2025-10-03,C11049,P2005,1,0.1,21.42,39.38,Sports,39.38,3.94,35.44,21.42,6.47,1.02
O503203,2026-01-15,C10394,P2040,3,0.2,46.24,112.16,Electronics,336.48,67.3,269.18,138.72,4.67,5.32
O503204,2025-10-01,C10087,P2021,1,0.0,75.19,147.18,Electronics,147.18,0.0,147.18,75.19,4.65,3.05
O503205,2025-05-14,C10173,P2017,3,0.1,42.64,69.06,Apparel,207.18,20.72,186.46,127.92,2.68,3.63
O503206,2025-10-17,C11105,P2069,2,0.15,90.63,175.87,Apparel,351.74,52.76,298.98,181.26,4.2,6.64
O503207,2026-06-23,C10630,P2049,1,0.15,75.64,173.14,Apparel,173.14,25.97,147.17,75.64,4.16,3.82
O503208,2025-09-03,C10157,P2040,1,0.15,46.24,112.16,Electronics,112.16,16.82,95.34,46.24,4.94,2.42
O503209,2025-04-20,C11096,P2008,1,0.05,64.11,126.24,Beauty,126.24,6.31,119.93,64.11,5.21,2.84
O503210,2025-06-24,C10618,P2075,3,0.05,49.49,125.61,Electronics,376.83,18.84,357.99,148.47,6.27,11.17
O503211,2025-12-17,C10650,P2004,2,0.1,82.13,229.05,Sports,458.1,45.81,412.29,164.26,5.47,10.86
O503212,2025-10-31,C10514,P2048,1,0.15,26.01,65.12,Home,65.12,9.77,55.35,26.01,4.98,1.6
O503213,2025-09-26,C10516,P2012,2,0.0,91.5,250.58,Home,501.16,0.0,501.16,183.0,4.26,12.68
O503214,2025-08-09,C10136,P2004,1,0.05,82.13,229.05,Sports,229.05,11.45,217.6,82.13,3.32,5.98
O503215,2026-04-12,C10264,P2016,3,0.15,23.99,66.65,Electronics,199.95,29.99,169.96,71.97,3.24,3.73
O503216,2025-12-19,C11048,P2058,1,0.1,56.31,124.87,Electronics,124.87,12.49,112.38,56.31,4.81,2.07
O503217,2025-07-07,C10896,P2063,3,0.0,107.79,241.07,Sports,723.21,0.0,723.21,323.37,4.32,17.36
O503218,2026-03-14,C10964,P2014,1,0.1,105.6,279.48,Beauty,279.48,27.95,251.53,105.6,6.7,6.98
O503219,2025-05-10,C11191,P2019,2,0.15,28.46,61.03,Sports,122.06,18.31,103.75,56.92,3.69,2.49
O503220,2026-05-21,C10270,P2059,1,0.05,74.58,192.13,Electronics,192.13,9.61,182.52,74.58,4.61,5.37
O503221,2025-10-14,C10676,P2052,3,0.15,85.13,212.17,Beauty,636.51,95.48,541.03,255.39,5.79,17.13
O503222,2025-09-18,C10202,P2058,2,0.1,56.31,124.87,Electronics,249.74,24.97,224.77,112.62,5.25,6.27
O503223,2025-03-26,C11117,P2012,3,0.15,91.5,250.58,Home,751.74,112.76,638.98,274.5,5.97,13.45
O503224,2025-05-03,C10275,P2066,1,0.15,21.23,45.94,Beauty,45.94,6.89,39.05,21.23,6.88,1.21
O503225,2025-02-16,C11126,P2064,1,0.0,92.82,194.3,Sports,194.3,0.0,194.3,92.82,3.49,4.67
O503226,2026-05-01,C10682,P2008,2,0.25,64.11,126.24,Beauty,252.48,63.12,189.36,128.22,5.65,5.97
O503227,2025-07-04,C10573,P2026,1,0.15,25.88,63.53,Beauty,63.53,9.53,54.0,25.88,4.84,1.43
O503228,2026-05-29,C10640,P2010,1,0.1,105.58,212.84,Electronics,212.84,21.28,191.56,105.58,5.0,3.69
O503229,2025-04-04,C10809,P2001,1,0.0,67.86,159.31,Electronics,159.31,0.0,159.31,67.86,5.72,4.98
O503230,2026-03-04,C10831,P2058,1,0.0,56.31,124.87,Electronics,124.87,0.0,124.87,56.31,5.64,2.58
O503231,2025-01-27,C11072,P2078,1,0.05,80.99,151.9,Beauty,151.9,7.6,144.3,80.99,3.82,4.29
O503232,2025-03-16,C10329,P2077,2,0.0,99.36,190.12,Apparel,380.24,0.0,380.24,198.72,3.91,11.61
O503233,2026-04-14,C10566,P2004,1,0.1,82.13,229.05,Sports,229.05,22.9,206.14,82.13,5.78,5.48
O503234,2025-11-13,C10655,P2043,1,0.0,34.43,56.92,Electronics,56.92,0.0,56.92,34.43,7.67,1.19
O503235,2025-11-07,C10223,P2043,1,0.1,34.43,56.92,Electronics,56.92,5.69,51.23,34.43,5.08,1.32
O503236,2026-03-27,C10868,P2075,2,0.15,49.49,125.61,Electronics,251.22,37.68,213.54,98.98,5.68,6.12
O503237,2025-10-08,C10798,P2042,1,0.1,21.36,43.17,Sports,43.17,4.32,38.85,21.36,4.33,1.22
O503238,2025-01-16,C11128,P2019,1,0.05,28.46,61.03,Sports,61.03,3.05,57.98,28.46,4.87,1.18
O503239,2025-12-23,C10349,P2030,2,0.05,81.44,160.67,Electronics,321.34,16.07,305.27,162.88,5.55,9.56
O503240,2025-02-15,C10642,P2068,1,0.0,54.46,128.05,Home,128.05,0.0,128.05,54.46,6.17,2.53
O503241,2026-03-21,C10557,P2031,2,0.1,54.53,117.07,Sports,234.14,23.41,210.73,109.06,4.28,4.83
O503242,2025-02-05,C10854,P2075,1,0.15,49.49,125.61,Electronics,125.61,18.84,106.77,49.49,2.88,3.08
O503243,2025-02-28,C10413,P2070,1,0.0,80.41,185.88,Sports,185.88,0.0,185.88,80.41,5.99,5.35
O503244,2025-09-25,C11121,P2050,3,0.15,47.62,83.27,Beauty,249.81,37.47,212.34,142.86,6.54,5.46
O503245,2026-03-31,C10062,P2071,2,0.15,72.34,202.22,Beauty,404.44,60.67,343.77,144.68,3.99,6.21
O503246,2026-03-12,C10255,P2074,1,0.05,60.53,130.38,Sports,130.38,6.52,123.86,60.53,2.58,3.69
O503247,2025-01-27,C10481,P2007,1,0.1,81.19,138.2,Apparel,138.2,13.82,124.38,81.19,7.11,2.69
O503248,2025-10-10,C10487,P2009,2,0.05,89.03,195.13,Home,390.26,19.51,370.75,178.06,2.5,11.64
O503249,2025-05-17,C11027,P2049,1,0.05,75.64,173.14,Apparel,173.14,8.66,164.48,75.64,4.21,4.81
O503250,2025-03-22,C10517,P2014,1,0.1,105.6,279.48,Beauty,279.48,27.95,251.53,105.6,7.5,5.53
O503251,2025-04-02,C10950,P2004,1,0.1,82.13,229.05,Sports,229.05,22.9,206.14,82.13,6.58,5.92
O503252,2025-01-25,C10936,P2010,1,0.05,105.58,212.84,Electronics,212.84,10.64,202.2,105.58,3.83,6.29
O503253,2025-04-08,C10186,P2061,1,0.1,92.46,150.56,Sports,150.56,15.06,135.5,92.46,3.79,3.97
O503254,2025-08-01,C10643,P2041,1,0.0,53.15,104.66,Apparel,104.66,0.0,104.66,53.15,5.44,2.2
O503255,2026-02-02,C10350,P2068,1,0.1,54.46,128.05,Home,128.05,12.81,115.24,54.46,3.14,3.01
O503256,2026-04-20,C10467,P2002,2,0.0,36.16,61.12,Beauty,122.24,0.0,122.24,72.32,6.59,3.2
O503257,2025-11-07,C10853,P2003,1,0.05,103.86,246.21,Sports,246.21,12.31,233.9,103.86,5.01,5.4
O503258,2025-12-23,C10675,P2013,2,0.05,14.91,32.18,Beauty,64.36,3.22,61.14,29.82,6.03,1.41
O503259,2025-05-30,C11141,P2013,1,0.1,14.91,32.18,Beauty,32.18,3.22,28.96,14.91,8.38,0.7
O503260,2025-08-24,C11067,P2008,2,0.0,64.11,126.24,Beauty,252.48,0.0,252.48,128.22,5.78,5.14
O503261,2025-08-10,C10867,P2047,1,0.15,23.95,36.37,Sports,36.37,5.46,30.91,23.95,7.12,0.58
O503262,2025-07-10,C10980,P2034,1,0.05,84.74,206.91,Electronics,206.91,10.35,196.56,84.74,4.33,3.97
O503263,2026-03-17,C10562,P2079,3,0.1,76.11,150.73,Apparel,452.19,45.22,406.97,228.33,5.23,7.34
O503264,2026-02-09,C10825,P2043,1,0.05,34.43,56.92,Electronics,56.92,2.85,54.07,34.43,4.0,1.5
O503265,2025-10-21,C11146,P2056,1,0.05,12.18,29.13,Home,29.13,1.46,27.67,12.18,4.29,0.87
O503266,2026-05-21,C10489,P2050,2,0.05,47.62,83.27,Beauty,166.54,8.33,158.21,95.24,3.67,3.17
O503267,2026-02-01,C10138,P2011,2,0.25,25.59,43.62,Electronics,87.24,21.81,65.43,51.18,4.83,2.01
O503268,2026-02-17,C10647,P2029,2,0.2,30.95,55.54,Apparel,111.08,22.22,88.86,61.9,6.38,2.63
O503269,2025-08-10,C10892,P2039,1,0.0,88.55,225.55,Beauty,225.55,0.0,225.55,88.55,5.81,6.75
O503270,2025-04-10,C11090,P2052,1,0.0,85.13,212.17,Beauty,212.17,0.0,212.17,85.13,3.72,5.73
O503271,2026-03-05,C10289,P2028,2,0.15,49.21,76.08,Beauty,152.16,22.82,129.34,98.42,4.4,3.03
O503272,2026-03-09,C10393,P2073,1,0.15,103.53,278.8,Apparel,278.8,41.82,236.98,103.53,8.02,5.83
O503273,2025-02-13,C10282,P2057,2,0.0,24.55,53.8,Beauty,107.6,0.0,107.6,49.1,3.65,2.32
O503274,2025-11-23,C10488,P2001,2,0.1,67.86,159.31,Electronics,318.62,31.86,286.76,135.72,2.5,8.89
O503275,2025-12-11,C10808,P2016,1,0.1,23.99,66.65,Electronics,66.65,6.67,59.99,23.99,7.08,1.09
O503276,2025-05-19,C10583,P2030,1,0.2,81.44,160.67,Electronics,160.67,32.13,128.54,81.44,5.57,2.67
O503277,2026-04-14,C11087,P2052,2,0.05,85.13,212.17,Beauty,424.34,21.22,403.12,170.26,5.04,12.66
O503278,2025-06-06,C10702,P2034,1,0.0,84.74,206.91,Electronics,206.91,0.0,206.91,84.74,6.17,4.67
O503279,2025-12-08,C10853,P2066,2,0.15,21.23,45.94,Beauty,91.88,13.78,78.1,42.46,6.0,2.34
O503280,2025-08-26,C10809,P2028,2,0.1,49.21,76.08,Beauty,152.16,15.22,136.94,98.42,6.99,3.79
O503281,2026-05-04,C10973,P2068,1,0.15,54.46,128.05,Home,128.05,19.21,108.84,54.46,2.89,2.23
O503282,2026-04-17,C11120,P2055,2,0.1,14.94,29.55,Sports,59.1,5.91,53.19,29.88,5.14,1.05
O503283,2025-10-28,C10522,P2047,1,0.1,23.95,36.37,Sports,36.37,3.64,32.73,23.95,4.5,0.6
O503284,2025-06-28,C10881,P2024,3,0.1,38.64,85.56,Electronics,256.68,25.67,231.01,115.92,7.47,6.29
O503285,2025-02-13,C10506,P2004,1,0.2,82.13,229.05,Sports,229.05,45.81,183.24,82.13,5.59,5.26
O503286,2025-05-30,C10497,P2053,3,0.0,95.73,175.96,Electronics,527.88,0.0,527.88,287.19,3.69,14.8
O503287,2025-12-07,C10630,P2055,2,0.05,14.94,29.55,Sports,59.1,2.96,56.14,29.88,5.34,1.61
O503288,2025-09-25,C10912,P2026,1,0.15,25.88,63.53,Beauty,63.53,9.53,54.0,25.88,7.39,1.37
O503289,2025-11-06,C10861,P2037,2,0.0,19.43,42.14,Home,84.28,0.0,84.28,38.86,6.94,1.95
O503290,2025-04-01,C10343,P2047,1,0.1,23.95,36.37,Sports,36.37,3.64,32.73,23.95,5.03,0.96
O503291,2025-03-06,C10153,P2022,3,0.05,39.69,79.46,Beauty,238.38,11.92,226.46,119.07,4.79,6.69
O503292,2025-09-24,C10011,P2004,2,0.15,82.13,229.05,Sports,458.1,68.72,389.38,164.26,5.0,9.76
O503293,2025-12-04,C10636,P2038,3,0.25,61.98,100.85,Sports,302.55,75.64,226.91,185.94,4.37,4.62
O503294,2025-09-24,C10707,P2060,1,0.15,91.93,225.41,Sports,225.41,33.81,191.6,91.93,5.91,6.13
O503295,2025-07-05,C10106,P2048,2,0.0,26.01,65.12,Home,130.24,0.0,130.24,52.02,6.41,3.09
O503296,2025-10-27,C10457,P2057,1,0.0,24.55,53.8,Beauty,53.8,0.0,53.8,24.55,4.03,1.37
O503297,2025-04-09,C11162,P2051,3,0.1,21.09,56.25,Home,168.75,16.88,151.88,63.27,4.44,4.14
O503298,2026-01-24,C10126,P2003,1,0.0,103.86,246.21,Sports,246.21,0.0,246.21,103.86,2.63,6.74
O503299,2026-04-17,C10319,P2079,2,0.1,76.11,150.73,Apparel,301.46,30.15,271.31,152.22,5.22,5.45
O503300,2025-01-10,C10616,P2063,2,0.2,107.79,241.07,Sports,482.14,96.43,385.71,215.58,2.5,7.44
O503301,2026-05-29,C10705,P2051,3,0.2,21.09,56.25,Home,168.75,33.75,135.0,63.27,5.57,4.31
O503302,2026-05-18,C10670,P2027,2,0.1,39.51,103.84,Electronics,207.68,20.77,186.91,79.02,3.71,4.26
O503303,2026-04-30,C10540,P2079,1,0.15,76.11,150.73,Apparel,150.73,22.61,128.12,76.11,4.28,2.55
O503304,2025-03-01,C10645,P2061,2,0.25,92.46,150.56,Sports,301.12,75.28,225.84,184.92,5.47,6.5
O503305,2026-05-31,C11047,P2057,1,0.2,24.55,53.8,Beauty,53.8,10.76,43.04,24.55,5.28,0.9
O503306,2026-03-24,C10839,P2060,1,0.0,91.93,225.41,Sports,225.41,0.0,225.41,91.93,3.75,6.4
O503307,2025-06-15,C10957,P2062,1,0.25,69.71,151.88,Beauty,151.88,37.97,113.91,69.71,4.99,2.84
O503308,2025-09-29,C11066,P2011,1,0.2,25.59,43.62,Electronics,43.62,8.72,34.9,25.59,7.15,0.83
O503309,2025-08-09,C10919,P2050,1,0.15,47.62,83.27,Beauty,83.27,12.49,70.78,47.62,3.32,2.02
O503310,2026-01-10,C10179,P2006,2,0.05,90.83,200.16,Electronics,400.32,20.02,380.3,181.66,5.32,8.99
O503311,2025-08-28,C10136,P2037,1,0.05,19.43,42.14,Home,42.14,2.11,40.03,19.43,5.58,1.13
O503312,2025-04-11,C11165,P2073,1,0.15,103.53,278.8,Apparel,278.8,41.82,236.98,103.53,3.61,4.53
